Sesso;Standard studio;Tipo istituto (school  / College );Numero Fratelli;Lavoro padre;Lavoro madre;Tipo esame universitario;Prestazione esame universitario prima elencato;Prestazioni inglese;Prima COVID-19 numero ore autoapprendimento;Durante COVID-19 numero ore autoapprendimento;Apprendimento durante covid ore online;"Ore totali di apprendimento online con istruzione ( Insegnamento )
";Parere sull'integrazione delle TIC (Information Communication Technology);Parere le TIC possono contrastare la carenza nell'apprendimento tradizionale;Opinione le TIC hanno un impatto sulla tua vita quotidiana;Opinione La tecnologia ha cambiato il modo in cui comunichi con i tuoi insegnanti;"Parere L'integrazione delle TIC può elevare gli standard educativi
";"Parere le TIC hanno migliorato la comunicazione tra insegnanti e studenti
";"Parere L'istruzione abilitata alle TIC è un buon complemento alla comunicazione faccia a faccia
";"Cambiamenti TIC Gli insegnanti usano WhatsApp per insegnare e ti incoraggiano a usare le TIC per l'apprendimento.
";"Cambiamenti TIC L'insegnante condivide contenuti elettronici per la lettura supplementare utilizzando WhatsApp
";Cambiamenti  TIC Gli insegnanti consentono l'invio di compiti tramite WhatsApp.;"Cambiamenti  TIC I gruppi elettronici all'interno della classe vengono utilizzati per fare annunci e organizzare riunioni.
";Cambiamenti TIC WhatsApp ha permesso l'interazione con gli studenti che studiano in altre università tramite Internet.; Cambiamenti  TIC WhatsApp consente il contatto con insegnanti e studenti 24 ore su 24, 7 giorni su 7, per le attività legate allo studio; Cambiamenti TIC La frequenza di interazione con gli insegnanti è aumentata a causa di WhatsApp; Cambiamenti  TIC WhatsApp ti aiuta a superare le inibizioni per interagire con insegnanti e studenti; CambiamentI TIC WhatsApp ti aiuta a documentare e condividere materiali didattici;  Ostacolo mancanza di tempo all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo pressione del programma all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo incapicità dell'infrastruttura all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo dipendenza della tecnologia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo interazione faccia a faccia all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo costoso all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo inaffidabilità dei contenuti online all'integrazione delle ICT nel processo di insegnamento-apprendimento; Ostacolo connesione all'integrazione delle ICT nel processo di insegnamento-apprendimento;Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Dipendenza dalla tecnologia];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Non interagire faccia a faccia con le persone];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Stress];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [Aumenta le spese];Svantaggi dell'uso delle TIC per l'insegnamento e l'apprendimento [sovraccarico di informazioni];"4.Svantaggi dell'utilizzo delle TIC per l'insegnamento e l'apprendimento [Gli insegnanti non sanno se gli studenti utilizzano WhatsApp per motivi personali]
";;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Average;Good;less than  4 hrs;above 7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Technical;Average;Average;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;Others;Technical;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Neither;Agree;Neither;Agree;Agree;Agree;Neither;Agree;Neither;Strongly Agree;Neither;Strongly Agree;Agree;Strongly Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Disagree;Neither;Agree;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Good;less than  4 hrs;above 7 hrs;above 7 hrs;4-7 hrs;Strongly Disagree;Disagree;Agree;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Strongly Disagree;Strongly Disagree;Neither;Strongly Disagree;Strongly Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Good;less than  4 hrs;above 7 hrs;above 7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Agree;Disagree;Disagree;Disagree;Agree;Strongly Disagree;Agree;Neither;Disagree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Excellent;Good;4-7 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Agree;Neither;Agree;Agree;Neither;Disagree;Neither;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Agree;Strongly agree;Strongly agree;Neither;Agree;Agree;Strongly disagree;Neither;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;Agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Science;Good;Good;less than  4 hrs;above 7 hrs;4-7 hrs;less than 4 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Strongly Agree;Neither;Strongly Disagree;Strongly Agree;Neither;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neither;Agree;Neither;Strongly disagree;Strongly disagree;Agree;Agree;Strongly agree;Agree;Strongly agree;Neither;Strongly agree;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Technical;Good;Average;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Disagree;Agree;Strongly Agree;Strongly Agree;Neither;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Others;House wife;Technical;Average;Good;less than  4 hrs;less than  4 hrs;None;less than 4 hrs;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Neither;Strongly Agree;Agree;Neither;Strongly Agree;Agree;Neither;Strongly Agree;Agree;Neither;Agree;Strongly Agree;Agree;Neither;Agree;Strongly agree;Agree;Neither;Agree;Strongly agree;Agree;Neither;Strongly agree;Agree;Neither;Agree;Strongly agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;House wife;Technical;Average;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Agree;Agree;Agree;Neither;Disagree;Neither;Strongly agree;Agree;Agree;Neither;Disagree;Disagree;Disagree;;;;;;
Female;5-8;International;No ( 0 );Service;Service;Science;Good;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Strongly Disagree;Disagree;Disagree;Disagree;Neither;Neither;Agree;Neither;Disagree;Disagree;Disagree;Neither;Neither;Neither;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Neither;Neither;Neither;Neither;Neither;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Two;Service;House wife;Technical;Average;Below Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Disagree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Disagree;Strongly agree;Agree;Strongly agree;Strongly agree;Disagree;Agree;Agree;Strongly agree;Agree;Agree;Agree;Disagree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Neither;Neither;Agree;Agree;Neither;Agree;Neither;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;5-8;Private;One;Service;Service;Science;Excellent;Excellent;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Neither;Neither;Agree;Neither;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;House wife;Technical;Good;Good;less than  4 hrs;4-7 hrs;4-7 hrs;above 7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Neither;Agree;Neither;Disagree;Agree;Strongly Agree;Strongly Agree;Neither;Neither;Strongly Agree;Agree;Neither;Strongly agree;Strongly agree;Strongly agree;Neither;Neither;Strongly agree;Strongly agree;Strongly agree;Neither;Agree;Neither;Strongly agree;;;;;;
Female;5-8;International;One;Others;Service;Medical;Excellent;Excellent;less than  4 hrs;less than  4 hrs;3 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Service;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Average;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Neither;Agree;Neither;Disagree;Agree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Neither;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly Disagree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Service;House wife;Technical;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Neither;Agree;Strongly agree;Agree;Strongly agree;Agree;Neither;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;One;Free;House wife;Technical;Good;Good;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly disagree;Strongly disagree;Strongly disagree;Strongly agree;Neither;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Good;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neither;Agree;Agree;Neither;Agree;Agree;Neither;Neither;Agree;Neither;Strongly agree;Strongly agree;Agree;Agree;Agree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;Service;Technical;Average;Good;4-7 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Disagree;Neither;Agree;Agree;Agree;Agree;Neither;Neither;Disagree;Disagree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Neither;Neither;Strongly agree;Strongly agree;Strongly agree;Agree;Agree;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;Service;Science;Below Average;Average;4-7 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Service;House wife;Science;Good;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Neither;Agree;Agree;Neither;Disagree;Strongly Disagree;Neither;Neither;Neither;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;No ( 0 );Others;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Agree;Neither;Neither;Neither;Neither;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Good;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Agree;Strongly Agree;Neither;Agree;Strongly Agree;Neither;Neither;Strongly agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;Neither;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Technical;Good;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Neither;Neither;Disagree;Strongly agree;Agree;Agree;Neither;Agree;Strongly agree;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Others;Others;Science;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Neither;Agree;Neither;Neither;Neither;Neither;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Good;Average;4-7 hrs;above 7 hrs;less than 4 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;5-8;Private;One;Service;Service;Science;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Neither;Strongly Agree;Neither;Neither;Agree;Agree;Strongly Agree;Neither;Agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Neither;Agree;Strongly agree;Neither;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Average;Good;less than  4 hrs;4-7 hrs;4-7 hrs;less than 4 hrs;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Agree;Agree;Agree;Strongly disagree;Disagree;Strongly disagree;Neither;Agree;Strongly Disagree;Strongly Disagree;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Free;House wife;Technical;Good;Excellent;less than  4 hrs;4-7 hrs;4-7 hrs;4-7 hrs;Agree;Neither;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Neither;Neither;Neither;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;House wife;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Strongly Agree;Agree;Disagree;Neither;Neither;Neither;Agree;Neither;Agree;Strongly Disagree;Strongly Agree;Disagree;Agree;Agree;Neither;Agree;Disagree;Disagree;Neither;Agree;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Neither;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Three;Others;House wife;Technical;Good;Good;4-7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither;Neither;Strongly agree;Agree;Agree;Neither;Agree;Agree;Agree;Disagree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Science;Average;Average;4-7 hrs;4-7 hrs;4-7 hrs;above 7 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;Others;Technical;Average;Excellent;above 7 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Neither;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;Service;Commerce;Excellent;Good;4-7 hrs;above 7 hrs;less than 4 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Technical;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Neither;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Disagree;Disagree;Neither;Neither;Neither;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Over four;Service;House wife;Science;Excellent;Average;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;International;One;Service;House wife;Technical;Good;Excellent;4-7 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Agree;Agree;;;;;;
Female;5-8;Private;No ( 0 );Service;Service;Science;Good;Average;less than  4 hrs;4-7 hrs;less than 4 hrs;less than 4 hrs;Neither;Neither;Agree;Agree;Agree;Neither;Agree;Strongly Agree;Agree;Neither;Agree;Strongly Agree;Agree;Neither;Strongly Agree;Agree;Neither;Agree;Strongly agree;Agree;Neither;Agree;Strongly agree;Neither;Strongly agree;Agree;Neither;Agree;Strongly agree;Neither;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Public;Three;Service;House wife;Arts;Good;Good;above 7 hrs;above 7 hrs;above 7 hrs;above 7 hrs;Strongly Agree;Strongly Agree;Neither;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither;Neither;Agree;Neither;Strongly agree;Agree;Agree;Agree;Neither;Strongly agree;Neither;Neither;Disagree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Two;Service;House wife;Arts;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Strongly agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Others;Others;Technical;Average;Average;less than  4 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Neither;Strongly Agree;Strongly Agree;Agree;Neither;Agree;Strongly Agree;Disagree;Neither;Strongly Agree;Strongly Agree;Disagree;Neither;Strongly Disagree;Neither;Agree;Neither;Neither;Neither;Agree;Strongly agree;Neither;Neither;Neither;Agree;Neither;Agree;Agree;Neither;Agree;;;;;;
Female;9-12;Private;One;Service;Service;Science;Excellent;Excellent;4-7 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Neither;Neither;Agree;Agree;Agree;Strongly agree;Agree;Strongly agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;;;;;;
Female;9-12;Private;One;Service;House wife;Science;Good;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;less than 4 hrs;Agree;Neither;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Neither;Strongly agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Strongly agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;One;Service;House wife;Commerce;Average;Good;less than  4 hrs;less than  4 hrs;4-7 hrs;4-7 hrs;Agree;Agree;Agree;Agree;Agree;Neither;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly agree;Strongly agree;Agree;Agree;Agree;Agree;;;;;;
Female;College Level ( 1st /2nd /3rd /4th ) year;Private;Three;Service;Service;Technical;Below Average;Good;above 7 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Strongly Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Neither;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;;;;;;
Female;5-8;Public;One;Service;Service;Science;Good;Good;less than  4 hrs;less than  4 hrs;less than 4 hrs;less than 4 hrs;Agree;Strongly Disagree;Agree;Disagree;Neither;Disagree;Strongly Agree;Disagree;Neither;Neither;Agree;Agree;Strongly Agree;Disagree;Agree;Agree;Disagree;Agree;Neither;Strongly agree;Agree;Strongly agree;Agree;Strongly agree;Strongly agree;Agree;Strongly agree;Agree;Neither;Agree;;;;;;
